age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,high_income
age1,Private,somecollege,average-education,Never-married,Handlers-cleaners,Not-in-family,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Machine-op-inspct,Unmarried,White,Female,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,part-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Craft-repair,Not-in-family,White,Male,part-time,United-States,<=50K
age1,Private,pre-college,low-education,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,full-time,Philippines,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age4,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,part-time,Vietnam,<=50K
age4,Local-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,>50K
age1,Private,pre-college,some-education,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
age5,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age3,Self-emp-inc,somecollege,average-education,Divorced,Exec-managerial,Unmarried,White,Male,full-time,United-States,<=50K
age8,Private,pre-college,low-education,Married-civ-spouse,Transport-moving,Husband,White,Male,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Machine-op-inspct,Own-child,White,Female,part-time,United-States,<=50K
age4,State-gov,somecollege,average-education,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
age4,Self-emp-not-inc,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age5,Private,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Separated,Handlers-cleaners,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
age3,Private,college,high-education,Separated,Other-service,Unmarried,Black,Female,part-time,United-States,<=50K
age2,Private,pre-college,low-education,Married-civ-spouse,Farming-fishing,Husband,White,Male,full-time,Mexico,<=50K
age3,Private,college,high-education,Divorced,Prof-specialty,Unmarried,Black,Female,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Divorced,Machine-op-inspct,Unmarried,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Other-relative,Black,Female,part-time,Haiti,<=50K
age3,Federal-gov,somecollege,average-education,Divorced,Adm-clerical,Not-in-family,White,Male,full-time,United-States,>50K
age3,Private,college,high-education,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
age2,Private,pre-college,low-education,Divorced,Craft-repair,Unmarried,White,Female,extra-time,United-States,<=50K
age6,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,Other,Male,part-time,United-States,>50K
age2,Private,college,high-education,Married-civ-spouse,Exec-managerial,Wife,White,Female,extra-time,United-States,>50K
age6,Private,pre-college,some-education,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,El-Salvador,<=50K
age2,Private,somecollege,average-education,Separated,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
age4,State-gov,somecollege,average-education,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,full-time,United-States,<=50K
age6,Private,somecollege,average-education,Divorced,Protective-serv,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Self-emp-not-inc,somecollege,average-education,Divorced,Other-service,Unmarried,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Craft-repair,Own-child,White,Male,part-time,United-States,<=50K
age2,Private,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,>50K
age2,Private,prof_doctorate,high-education,Married-civ-spouse,Prof-specialty,Wife,White,Female,extra-time,United-States,>50K
age4,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age4,Self-emp-inc,prof_doctorate,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,>50K
age4,Private,pre-college,some-education,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Male,full-time,United-States,<=50K
age4,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Sales,Husband,White,Male,extra-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
age4,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
age1,Private,pre-college,some-education,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Divorced,Transport-moving,Not-in-family,White,Male,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,full-time,Cambodia,>50K
age3,Federal-gov,somecollege,average-education,Married-civ-spouse,Adm-clerical,Wife,White,Female,part-time,United-States,>50K
age5,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Priv-house-serv,Not-in-family,White,Female,full-time,United-States,<=50K
age1,Private,pre-college,some-education,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
age2,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age4,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age3,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age7,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Wife,White,Female,part-time,United-States,>50K
age8,Private,college,high-education,Never-married,Protective-serv,Not-in-family,White,Male,part-time,United-States,<=50K
age3,Private,college,high-education,Divorced,Exec-managerial,Unmarried,Black,Female,extra-time,United-States,>50K
age3,Private,college,high-education,Married-civ-spouse,Sales,Husband,White,Male,extra-time,United-States,>50K
age4,Private,somecollege,average-education,Never-married,Exec-managerial,Own-child,White,Female,extra-time,Cuba,<=50K
age3,Local-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,Mexico,>50K
age1,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Widowed,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
age2,State-gov,somecollege,average-education,Never-married,Protective-serv,Own-child,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Never-married,Farming-fishing,Not-in-family,Other,Male,full-time,Puerto-Rico,<=50K
age4,Local-gov,pre-college,some-education,Married-civ-spouse,Other-service,Other-relative,White,Female,part-time,Mexico,<=50K
age2,Local-gov,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,excessive-time,United-States,>50K
age4,Private,somecollege,average-education,Never-married,Tech-support,Not-in-family,White,Male,part-time,United-States,<=50K
age2,Private,pre-college,some-education,Never-married,Other-service,Own-child,White,Female,full-time,El-Salvador,<=50K
age1,Private,somecollege,average-education,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,Canada,<=50K
age2,Private,somecollege,average-education,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,full-time,United-States,<=50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,<=50K
age2,Private,somecollege,average-education,Never-married,Craft-repair,Own-child,White,Male,extra-time,United-States,<=50K
age2,Private,somecollege,average-education,Never-married,Adm-clerical,Other-relative,White,Female,full-time,United-States,<=50K
age5,Self-emp-not-inc,pre-college,some-education,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,extra-time,Columbia,<=50K
age2,Private,somecollege,average-education,Never-married,Exec-managerial,Own-child,Black,Female,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
age3,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,Cuba,>50K
age1,Private,somecollege,average-education,Never-married,Handlers-cleaners,Other-relative,White,Male,full-time,United-States,<=50K
age4,State-gov,prof_doctorate,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Prof-specialty,Other-relative,White,Female,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age2,Local-gov,pre-college,some-education,Married-civ-spouse,Craft-repair,Husband,Black,Male,full-time,Trinadad&Tobago,>50K
age4,Federal-gov,college,high-education,Divorced,Prof-specialty,Unmarried,White,Female,extra-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Unmarried,White,Male,part-time,Mexico,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
